0;1684974212;0,002030134;1684974212;;
0;1684974213;0,005992413;1684974213;;
0;1684974214;0,005997896;1684974214;;
0;1684974215;0,00897789;1684974215;;
0;1684974216;0,006991625;1684974216;;
0;1684974217;0,005989313;1684974217;;
0;1684974218;0,006999731;1684974218;;
0;1684974219;0,005998611;1684974219;;
0;1684974220;0,006010532;1684974220;;
0;1684974221;0,004997015;1684974221;;
0;1684974222;0,001997471;1684974222;;
0;1684974223;0,002992153;1684974223;;
0;1684974224;0,001003265;1684974224;;
0;1684974225;0,002005577;1684974225;;
0;1684974226;0,00199914;1684974226;;
0;1684974227;0,000993967;1684974227;;
0;1684974228;0,002998829;1684974228;;
0;1684974229;0,000999928;1684974229;;
0;1684974230;0,002997637;1684974230;;
0;1684974231;0,001999378;1684974231;;
0;1684974232;0,001038551;1684974232;;
0;1684974233;0,000996113;1684974233;;
0;1684974234;0,001995325;1684974234;;
0;1684974235;0,00200367;1684974235;;
0;1684974236;0,002003908;1684974236;;
0;1684974237;0,002007246;1684974237;;
0;1684974238;0,00398469;1684974238;;
0;1684974239;0,002002239;1684974239;;
0;1684974240;0,002012968;1684974240;;
0;1684974241;0,003006458;1684974241;;
0;1684974242;0,002003193;1684974242;;
0;1684974243;0,003003359;1684974243;;
0;1684974244;0,001995325;1684974244;;
0;1684974245;0,005010128;1684974245;;
0;1684974246;0,001962185;1684974246;;
0;1684974247;0,001999855;1684974247;;
0;1684974248;0,002000093;1684974248;;
0;1684974249;0,000989437;1684974249;;
0;1684974250;0,001973629;1684974250;;
0;1684974251;0,00199914;1684974251;;
0;1684974252;0,002002478;1684974252;;
0;1684974253;0,001964331;1684974253;;
0;1684974254;0,001360178;1684974254;;
0;1684974255;0,001005173;1684974255;;
0;1684974256;0,001965523;1684974256;;
0;1684974257;0,001044512;1684974257;;
0;1684974258;0,00100565;1684974258;;
0;1684974259;0,001003027;1684974259;;
0;1684974260;0,000998497;1684974260;;
0;1684974261;0,004020929;1684974261;;
0;1684974262;0,000994921;1684974262;;
0;1684974263;0,002004862;1684974263;;
0;1684974264;0,001961708;1684974264;;
0;1684974266;0,002002001;1684974266;;
0;1684974267;0,00199914;1684974267;;
0;1684974268;0,001996994;1684974268;;
0;1684974269;0,00198555;1684974269;;
0;1684974270;0,001008511;1684974270;;
0;1684974271;0,00099802;1684974271;;
0;1684974272;0,00199914;1684974272;;
0;1684974273;0,003004313;1684974273;;
0;1684974274;0,002023458;1684974274;;
0;1684974275;0,003998756;1684974275;;
0;1684974276;0,001042366;1684974276;;
0;1684974277;0,001999378;1684974277;;
0;1684974278;0,002010345;1684974278;;
0;1684974279;0,001995564;1684974279;;
0;1684974280;0,00199914;1684974280;;
0;1684974281;0,002012014;1684974281;;
0;1684974282;0,001004696;1684974282;;
0;1684974283;0,000964642;1684974283;;
0;1684974284;0,001035213;1684974284;;
0;1684974285;0,000999689;1684974285;;
0;1684974286;0,002001047;1684974286;;
0;1684974287;0,001997948;1684974287;;
0;1684974288;0,001991749;1684974288;;
0;1684974289;0,001993179;1684974289;;
